Survived,Pclass,Age,SibSp,Parch,Fare,Family_Size,Age*Class,Fare_Per_Person,Sex_female,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
0,2,36.0,1,2,27.75,3,72.0,6.9375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,1,0,19.9667,1,84.0,9.98335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,30.0,0,0,27.75,0,30.0,27.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,49.0,1,0,89.1042,1,49.0,44.5521,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,28.0,0,0,8.05,0,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,29.0,0,0,7.8958,0,87.0,7.8958,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,65.0,0,0,26.55,0,65.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,28.0,1,0,51.8625,1,28.0,25.93125,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2,50.0,0,0,10.5,0,100.0,10.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.75,0,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,48.0,0,0,26.55,0,48.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,34.0,0,0,8.05,0,102.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,47.0,0,0,38.5,0,47.0,38.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,48.0,0,0,13.0,0,96.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,8.05,0,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,38.0,0,0,7.05,0,114.0,7.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,28.0,0,0,0.0,0,56.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,56.0,0,0,26.55,0,56.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.725,0,84.0,7.725,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0.75,2,1,19.2583,3,2.25,4.814575,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.25,0,84.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,38.0,0,0,8.6625,0,114.0,8.6625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,33.0,1,2,27.75,3,66.0,6.9375,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,23.0,0,0,13.7917,0,46.0,13.7917,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,22.0,0,0,9.8375,0,66.0,9.8375,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,28.0,0,0,52.0,0,28.0,52.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,2,34.0,1,0,21.0,1,68.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,29.0,1,0,7.0458,1,87.0,3.5229,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,22.0,0,0,7.5208,0,66.0,7.5208,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,2.0,0,1,12.2875,1,6.0,6.14375,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,9.0,5,2,46.9,7,27.0,5.8625,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,28.0,0,0,0.0,0,56.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,50.0,0,0,8.05,0,150.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,63.0,0,0,9.5875,0,189.0,9.5875,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,25.0,1,0,91.0792,1,25.0,45.5396,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,28.0,3,1,25.4667,4,84.0,5.0933399999999995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,35.0,1,0,90.0,1,35.0,45.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,58.0,0,0,29.7,0,58.0,29.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,30.0,0,0,8.05,0,90.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,9.0,1,1,15.9,2,27.0,5.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,1,0,19.9667,1,84.0,9.98335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,7.25,0,63.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,55.0,0,0,30.5,0,55.0,30.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,71.0,0,0,49.5042,0,71.0,49.5042,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,8.05,0,63.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,14.4583,0,84.0,14.4583,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,54.0,1,0,78.2667,1,54.0,39.13335,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,3,28.0,0,0,15.1,0,84.0,15.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,25.0,1,2,151.55,3,25.0,37.8875,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,24.0,0,0,7.7958,0,72.0,7.7958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,17.0,0,0,8.6625,0,51.0,8.6625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,7.75,0,63.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.6292,0,84.0,7.6292,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,37.0,0,0,9.5875,0,111.0,9.5875,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,16.0,0,0,86.5,0,16.0,86.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,18.0,1,0,108.9,1,18.0,54.45,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2,33.0,0,2,26.0,2,66.0,8.666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,28.0,0,0,26.55,0,28.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,22.525,0,84.0,22.525,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,26.0,0,0,56.4958,0,78.0,56.4958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,29.0,0,0,7.75,0,87.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,8.05,0,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,36.0,0,0,26.2875,0,36.0,26.2875,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,54.0,1,0,59.4,1,54.0,29.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,24.0,0,0,7.4958,0,72.0,7.4958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,47.0,0,0,34.0208,0,47.0,34.0208,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,34.0,0,0,10.5,0,68.0,10.5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,3,28.0,0,0,24.15,0,84.0,24.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,36.0,1,0,26.0,1,72.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,32.0,0,0,7.8958,0,96.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,30.0,0,0,93.5,0,30.0,93.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,22.0,0,0,7.8958,0,66.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.225,0,84.0,7.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,44.0,0,1,57.9792,1,44.0,28.9896,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,3,28.0,0,0,7.2292,0,84.0,7.2292,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,40.5,0,0,7.75,0,121.5,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,50.0,0,0,10.5,0,100.0,10.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,28.0,0,0,221.7792,0,28.0,221.7792,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,39.0,0,0,7.925,0,117.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,23.0,2,1,11.5,3,46.0,2.875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,2.0,1,1,26.0,2,4.0,8.666666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.2292,0,84.0,7.2292,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,17.0,1,1,7.2292,2,51.0,2.409733333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,28.0,0,2,22.3583,2,84.0,7.452766666666666,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,30.0,0,0,8.6625,0,90.0,8.6625,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,7.0,0,2,26.25,2,14.0,8.75,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,45.0,0,0,26.55,0,45.0,26.55,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,30.0,0,0,106.425,0,30.0,106.425,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,14.5,0,84.0,14.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,22.0,0,2,49.5,2,22.0,16.5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,36.0,0,2,71.0,2,36.0,23.666666666666668,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,9.0,4,2,31.275,6,27.0,4.4678571428571425,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,11.0,4,2,31.275,6,33.0,4.4678571428571425,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,32.0,1,0,26.0,1,64.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,50.0,1,0,106.425,1,50.0,53.2125,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,64.0,0,0,26.0,0,64.0,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,19.0,1,0,26.0,1,38.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,28.0,0,0,13.8625,0,56.0,13.8625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,33.0,1,1,20.525,2,99.0,6.841666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,8.0,1,1,36.75,2,16.0,12.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,17.0,0,2,110.8833,2,17.0,36.9611,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,2,27.0,0,0,26.0,0,54.0,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8292,0,84.0,7.8292,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.225,0,66.0,7.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.775,0,66.0,7.775,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,62.0,0,0,26.55,0,62.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,48.0,1,0,39.6,1,48.0,19.8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,28.0,0,0,227.525,0,28.0,227.525,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,39.0,1,1,79.65,2,39.0,26.55,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,36.0,1,0,17.4,1,108.0,8.7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.75,0,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,40.0,0,0,7.8958,0,120.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,28.0,0,0,13.5,0,56.0,13.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,8.05,0,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,8.05,0,84.0,8.05,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,24.0,2,0,24.15,2,72.0,8.049999999999999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,7.8958,0,57.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,29.0,0,4,21.075,4,87.0,4.215,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.2292,0,84.0,7.2292,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,32.0,0,0,7.8542,0,96.0,7.8542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,62.0,0,0,10.5,0,124.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,53.0,2,0,51.4792,2,53.0,17.15973333333333,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,36.0,0,0,26.3875,0,36.0,26.3875,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3,28.0,0,0,7.75,0,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,16.0,0,0,8.05,0,48.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,14.5,0,57.0,14.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,34.0,0,0,13.0,0,68.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,39.0,1,0,55.9,1,39.0,27.95,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,3,28.0,1,0,14.4583,1,84.0,7.22915,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,32.0,0,0,7.925,0,96.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,25.0,1,1,30.0,2,50.0,10.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,39.0,1,1,110.8833,2,39.0,36.9611,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,54.0,0,0,26.0,0,108.0,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,36.0,0,0,40.125,0,36.0,40.125,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,3,28.0,0,0,8.7125,0,84.0,8.7125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,18.0,0,2,79.65,2,18.0,26.55,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2,47.0,0,0,15.0,0,94.0,15.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,60.0,1,1,79.2,2,60.0,26.400000000000002,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,22.0,0,0,8.05,0,66.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,8.05,0,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,35.0,0,0,7.125,0,105.0,7.125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,52.0,1,0,78.2667,1,52.0,39.13335,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,47.0,0,0,7.25,0,141.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,2,7.75,2,84.0,2.5833333333333335,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,37.0,1,0,26.0,1,74.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,36.0,1,1,24.15,2,108.0,8.049999999999999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,28.0,0,0,33.0,0,56.0,33.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,49.0,0,0,0.0,0,147.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.225,0,84.0,7.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,49.0,1,0,56.9292,1,49.0,28.4646,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,2,24.0,2,1,27.0,3,48.0,6.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,28.0,0,0,42.4,0,28.0,42.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,44.0,0,0,8.05,0,132.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,35.0,0,0,26.55,0,35.0,26.55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,36.0,1,0,15.55,1,108.0,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,30.0,0,0,7.8958,0,90.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,27.0,0,0,30.5,0,27.0,30.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,22.0,1,2,41.5792,3,44.0,10.3948,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,40.0,0,0,153.4625,0,40.0,153.4625,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,39.0,1,5,31.275,6,117.0,4.4678571428571425,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.05,0,84.0,7.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,28.0,1,0,15.5,1,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.75,0,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,35.0,0,0,8.05,0,105.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,24.0,1,2,65.0,3,48.0,16.25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,34.0,1,1,14.4,2,102.0,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,26.0,1,0,16.1,1,78.0,8.05,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,4.0,2,1,39.0,3,8.0,9.75,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2,26.0,0,0,10.5,0,52.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,27.0,1,0,14.4542,1,81.0,7.2271,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,42.0,1,0,52.5542,1,42.0,26.2771,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,3,20.0,1,1,15.7417,2,60.0,5.247233333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,7.8542,0,63.0,7.8542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,16.1,0,63.0,16.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,61.0,0,0,32.3208,0,61.0,32.3208,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,2,57.0,0,0,12.35,0,114.0,12.35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,21.0,0,0,77.9583,0,21.0,77.9583,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,3,26.0,0,0,7.8958,0,78.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.7333,0,84.0,7.7333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,80.0,0,0,30.0,0,80.0,30.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,3,51.0,0,0,7.0542,0,153.0,7.0542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,32.0,0,0,30.5,0,32.0,30.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,28.0,0,0,0.0,0,28.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,9.0,3,2,27.9,5,27.0,4.6499999999999995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,28.0,0,0,13.0,0,56.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,32.0,0,0,7.925,0,96.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,31.0,1,1,26.25,2,62.0,8.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,41.0,0,5,39.6875,5,123.0,6.614583333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,1,0,16.1,1,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,20.0,0,0,7.8542,0,60.0,7.8542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,24.0,0,0,69.3,0,24.0,69.3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,2.0,3,2,27.9,5,6.0,4.6499999999999995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,0,0,56.4958,0,84.0,56.4958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0.75,2,1,19.2583,3,2.25,4.814575,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,48.0,1,0,76.7292,1,48.0,38.3646,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,19.0,0,0,7.8958,0,57.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,56.0,0,0,35.5,0,56.0,35.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,3,28.0,0,0,7.55,0,84.0,7.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,23.0,0,0,7.55,0,69.0,7.55,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,18.0,0,1,23.0,1,36.0,11.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,8.4333,0,63.0,8.4333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,28.0,0,0,7.8292,0,84.0,7.8292,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,18.0,0,0,6.75,0,54.0,6.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,24.0,2,0,73.5,2,48.0,24.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,32.0,1,1,15.5,2,96.0,5.166666666666667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,23.0,0,0,13.0,0,46.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,58.0,0,2,113.275,2,58.0,37.75833333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,50.0,2,0,133.65,2,50.0,44.550000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,40.0,0,0,7.225,0,120.0,7.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,47.0,0,0,25.5875,0,47.0,25.5875,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,36.0,0,0,7.4958,0,108.0,7.4958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,20.0,1,0,7.925,1,60.0,3.9625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,32.0,2,0,73.5,2,64.0,24.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,25.0,0,0,13.0,0,50.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.775,0,84.0,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,43.0,0,0,8.05,0,129.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,28.0,1,0,52.0,1,28.0,26.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,2,40.0,1,1,39.0,2,80.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,31.0,1,0,52.0,1,31.0,26.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,2,70.0,0,0,10.5,0,140.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,31.0,0,0,13.0,0,62.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,28.0,0,0,0.0,0,56.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,18.0,0,0,7.775,0,54.0,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
